cpu_utilization,memory_usage,disk_io,network_latency,process_count,thread_count,context_switches,cache_miss_rate,temperature,uptime,power_consumption
42.15,38.14,81.86,8.41,130,1406,5915,16.71,45.72,487.0,226.77
46.91,63.22,97.87,20.14,113,1155,5541,18.22,47.77,3852.54,249.65
59.26,49.92,100.03,12.05,169,817,4829,18.18,52.59,54.83,253.12
82.39,69.11,97.8,5.0,216,2259,10614,30.21,59.39,9189.53,363.06
60.29,54.88,76.43,10.56,131,887,5118,19.4,49.84,5966.64,299.48
45.08,22.07,47.07,34.94,162,1292,6163,14.92,41.04,2476.7,256.53
5.0,10.11,46.98,6.75,40,322,1000,8.5,31.86,6341.61,196.93
58.74,80.27,84.07,19.16,186,789,5163,28.02,55.82,1038.28,307.1
49.36,25.18,49.87,15.6,83,743,4111,21.18,51.28,6.99,306.19
9.65,19.97,28.78,22.02,67,191,1056,9.85,33.12,762.03,225.62
52.76,28.02,64.67,15.57,132,1308,5918,21.61,52.25,4633.84,273.48
78.25,58.18,103.45,12.5,226,2312,9995,21.82,60.68,7089.51,346.99
49.0,56.87,74.78,11.2,88,496,2945,17.79,41.89,10583.15,254.12
52.98,26.87,56.38,28.68,152,1409,6825,27.49,51.47,18.84,260.7
55.69,71.83,73.97,24.4,173,1574,7847,21.79,52.61,6689.98,282.84
77.61,60.94,101.07,9.98,216,2227,9386,26.15,57.88,17.45,290.48
94.98,90.23,122.25,23.09,258,1110,7211,30.34,58.67,16.83,373.82
88.2,45.59,115.88,8.25,252,1706,9210,24.08,67.73,11280.58,348.06
47.84,44.35,84.94,5.75,116,601,4554,15.79,47.83,1691.66,256.79
57.77,30.63,64.66,44.54,160,708,3924,16.31,53.39,510.76,292.55
53.09,35.57,68.88,19.09,173,542,4546,15.86,49.34,388.82,260.56
50.02,54.01,92.9,24.38,139,864,4346,27.94,47.85,3.81,291.16
98.06,25.35,90.57,34.3,274,2500,11655,24.88,68.66,373.27,340.92
41.39,34.14,48.63,10.8,150,1302,4844,23.95,47.94,13538.24,304.66
93.71,56.97,106.26,29.84,253,1565,7657,24.34,62.46,1693.25,359.29
5.0,9.42,20.0,15.97,63,633,2190,7.71,30.0,9.02,198.06
19.23,22.39,41.66,15.05,64,600,2836,11.51,37.04,11.05,232.53
99.54,55.95,107.64,5.0,260,2500,10647,25.31,75.61,5.8,350.23
15.6,39.29,32.98,11.24,57,356,1648,10.82,38.12,5204.18,195.79
8.31,6.67,20.0,17.51,22,119,1546,6.9,33.41,41.83,171.85
55.59,48.36,80.81,80.92,151,1066,5631,17.63,51.63,1637.24,328.83
63.77,21.88,61.31,32.65,169,1129,4971,30.08,61.54,1.81,295.43
40.65,39.69,51.85,62.33,128,1320,6389,25.35,48.29,1640.18,257.3
90.56,66.47,109.41,26.03,207,1918,9625,35.0,62.85,4445.18,373.91
49.62,48.2,62.75,29.71,157,730,4813,17.44,50.36,127.58,250.43
44.06,45.51,93.23,10.92,130,1415,6586,17.93,47.98,28.17,225.98
50.96,32.14,56.42,20.41,124,564,3167,16.97,51.76,179.94,263.19
5.0,5.0,20.0,31.37,83,615,1824,7.48,30.0,8330.69,170.01
94.29,71.07,121.23,36.6,237,2110,10810,27.07,61.63,13.96,341.44
58.03,49.59,69.86,37.76,134,1051,5789,24.44,56.72,1298.65,305.48
50.54,51.92,69.71,25.53,130,607,4804,17.7,50.73,425.84,250.99
51.27,31.6,67.61,22.98,111,1274,6673,19.47,52.78,801.99,279.82
14.42,32.17,33.52,8.59,81,436,2310,11.51,35.46,2960.22,163.52
7.68,5.0,24.34,9.66,60,368,1991,6.81,30.66,90.96,191.84
5.0,28.47,32.38,18.85,20,255,1197,8.61,31.12,32.5,193.18
44.75,46.52,56.7,62.7,172,1143,5548,19.11,49.12,131.47,238.85
96.14,75.83,113.44,7.24,249,2375,10871,27.09,56.8,6361.37,381.17
5.0,35.27,43.36,9.44,22,285,1026,13.31,30.56,138.49,185.76
96.0,62.88,130.0,15.46,302,1309,6916,25.65,67.59,615.76,316.11
43.29,40.96,108.25,30.23,139,1313,5730,17.59,49.08,6.47,262.0
41.19,5.0,38.05,30.6,114,694,4543,17.46,44.77,81.32,246.9
87.28,82.36,129.47,17.88,224,1454,7402,25.48,61.88,10.31,363.88
10.67,22.75,64.84,7.04,22,100,1000,9.81,37.11,1533.51,150.0
75.0,49.24,82.31,9.14,210,1365,7496,20.4,55.19,78.0,280.33
5.0,21.9,30.98,32.61,64,512,1748,7.62,33.11,2913.62,151.06
93.53,81.39,110.48,22.5,265,1078,6945,26.36,63.5,147.08,418.07
12.9,16.25,20.0,25.75,59,491,2936,8.3,32.01,11494.43,208.3
86.58,79.94,105.48,60.8,196,2268,9447,27.74,63.85,557.17,339.25
52.94,48.41,64.32,29.98,124,1396,7304,16.88,46.29,155.01,258.29
5.0,15.67,20.0,10.2,31,390,1114,7.02,33.67,25.5,197.86
49.11,48.69,63.18,5.97,130,489,3703,18.76,45.34,390.65,256.07
37.82,51.44,77.11,42.27,126,439,2368,17.82,43.65,219.66,277.4
9.57,20.34,23.99,27.86,58,562,1735,10.51,35.57,11590.42,192.2
95.24,75.83,124.17,18.57,238,2500,12202,26.88,62.45,5.09,352.73
95.64,29.26,63.33,5.0,144,1282,5519,14.05,54.35,297.44,354.81
83.16,51.24,91.5,21.89,243,673,6219,30.33,65.17,17.23,339.46
18.57,15.26,21.15,7.59,90,1134,4546,10.16,38.53,17.1,184.88
15.91,16.89,37.62,25.11,33,337,1747,10.95,37.31,2.14,180.87
6.15,11.23,20.0,10.91,64,349,1457,7.49,31.05,2.72,188.24
45.81,63.64,69.89,18.51,166,735,3534,20.48,45.16,854.02,266.95
88.84,66.04,114.56,5.73,196,2349,11090,24.23,67.19,1540.8,361.88
14.04,28.36,37.63,25.7,90,766,2013,10.58,34.02,160.27,230.35
10.02,11.26,20.0,37.32,28,221,1173,7.58,36.18,16.21,169.37
89.11,63.15,110.35,34.69,219,1299,7154,32.14,61.38,2.05,327.91
15.48,27.21,31.2,8.87,45,260,1172,14.2,34.57,2.63,182.51
14.52,43.8,71.96,16.11,26,168,1440,12.82,36.47,14.42,187.71
95.14,72.28,107.82,12.78,249,1160,7586,30.9,63.95,4173.45,322.31
94.91,67.78,114.84,24.4,256,2500,11806,27.29,66.99,25.27,361.75
9.06,25.39,29.41,17.6,64,381,2043,18.16,30.0,1143.49,212.4
76.59,27.5,123.1,34.77,205,1452,6431,18.9,56.27,705.73,276.89
86.49,53.34,120.08,23.37,214,660,6860,22.74,61.62,7.87,336.37
94.78,44.93,104.99,8.26,227,1918,9298,24.09,66.12,127.37,354.65
7.67,41.38,36.12,10.16,52,182,1133,14.93,30.0,2.96,238.14
95.12,56.82,101.83,61.25,208,712,5921,25.16,61.53,1515.29,363.45
91.33,56.44,160.13,18.17,227,1992,10568,26.24,62.55,1.02,343.31
29.52,63.32,51.28,23.01,73,916,4570,17.04,35.75,1141.99,247.36
51.26,53.26,72.54,6.67,131,398,3487,19.12,52.44,118.71,232.9
75.93,32.13,84.68,48.0,174,1356,6943,21.27,59.54,12212.11,353.16
55.59,43.6,65.87,7.73,163,850,4183,17.75,51.96,37.99,298.47
49.28,57.25,71.27,18.8,123,468,2788,19.01,45.7,1.51,226.91
79.88,31.23,145.61,15.63,196,1575,6690,24.58,62.81,11.9,319.52
41.88,47.18,56.28,27.38,129,1086,4972,16.53,47.85,10591.7,316.64
19.43,27.01,85.73,12.79,79,692,3191,12.22,36.26,1.73,192.64
5.0,38.75,36.3,17.49,80,459,2473,10.05,30.45,959.48,169.08
96.02,70.84,209.34,14.34,263,1381,10335,29.08,62.37,11.63,320.11
73.24,50.56,96.8,12.87,224,720,5919,31.14,81.05,4319.1,313.83
18.08,26.67,59.65,42.25,97,1096,3976,13.4,35.65,110.59,241.0
62.46,86.19,106.85,7.58,151,1616,8024,22.39,53.19,87.65,292.6
12.27,23.04,38.06,10.68,110,595,1765,11.01,36.7,2302.11,213.12
81.96,40.1,88.0,11.2,213,1786,8166,22.6,55.22,19.83,324.12
50.58,50.03,62.87,40.92,151,595,4164,19.09,47.37,20.96,280.16
51.9,52.35,62.74,30.09,116,1001,5843,18.59,42.29,3030.91,256.46
53.48,37.58,65.4,10.97,139,1455,6527,21.47,54.36,35.01,277.95
56.33,39.92,62.26,21.53,155,1900,8062,17.8,49.09,1.73,267.85
85.19,45.73,96.08,18.08,233,2456,11392,31.14,61.25,1488.75,358.89
76.84,58.94,135.23,31.65,171,1828,8693,25.45,55.25,3071.8,284.98
13.72,5.0,20.08,11.41,45,299,1519,15.98,33.18,807.52,196.2
15.89,38.99,34.83,33.17,65,594,2400,10.7,31.21,5.6,247.38
22.21,5.77,27.46,6.13,79,457,2003,11.55,42.89,5.28,201.51
13.99,9.78,20.0,9.11,74,462,2280,14.52,37.68,3.11,236.56
86.67,73.67,117.5,21.34,219,2361,10503,24.63,67.56,19.31,384.05
8.76,6.82,20.0,6.78,45,695,2360,9.48,31.58,5241.11,249.68
14.65,43.48,32.08,9.65,51,606,2564,11.74,33.11,357.89,159.71
92.83,70.33,106.72,21.55,248,2152,10349,24.6,65.54,54.19,389.41
87.09,74.26,106.16,46.63,249,2173,9579,24.24,63.18,57.66,353.87
10.56,19.8,22.71,7.95,39,449,1568,9.81,35.43,10.36,198.75
5.0,45.6,32.46,18.27,54,641,1385,15.66,30.11,4.66,168.59
45.19,57.01,123.69,12.06,140,620,4031,19.81,44.51,19.47,245.26
45.36,47.02,64.2,8.04,164,700,3991,18.88,47.35,2.08,281.81
5.0,21.74,215.54,61.03,33,540,1300,10.95,30.0,3160.57,245.54
9.99,5.0,20.0,36.01,63,492,2817,9.75,36.2,3.86,206.06
53.53,44.02,117.46,27.56,130,1260,6137,17.23,47.88,12407.24,266.91
49.11,51.28,66.13,26.55,150,347,3144,17.08,46.05,138.22,235.26
44.61,39.49,53.06,24.76,123,1076,4717,15.17,48.15,405.67,268.08
17.03,25.46,71.71,36.41,75,355,1423,11.03,41.04,16.03,171.69
10.22,19.94,72.99,17.87,56,703,1812,8.51,31.79,8.63,230.64
9.12,15.44,28.21,8.0,71,643,2935,11.31,33.16,1.51,171.52
98.05,74.28,137.53,9.26,241,2216,10184,25.68,75.46,764.12,402.1
41.38,59.71,70.3,13.83,134,605,4324,19.08,39.92,1.79,239.69
95.49,91.74,117.87,9.12,217,1280,8095,28.91,66.43,959.29,343.42
88.44,73.1,103.05,21.76,216,2500,10622,25.67,61.86,146.82,351.82
25.92,32.17,75.92,16.46,100,426,2408,15.72,38.51,5.56,199.6
44.08,39.99,110.24,17.54,102,694,4660,26.26,46.96,11184.73,235.25
50.63,56.51,68.71,11.0,153,375,3340,24.97,49.14,10709.45,295.26
87.13,86.72,114.45,25.38,224,2500,10683,32.04,59.75,4.08,393.6
54.69,71.31,75.44,5.38,148,525,3979,22.99,53.6,57.08,261.71
88.97,59.51,98.31,5.79,218,917,6907,27.68,59.23,567.35,378.57
5.0,44.05,33.29,14.9,42,132,1000,12.35,33.43,13.01,177.52
86.11,62.13,108.95,35.63,201,1447,7843,26.17,60.96,106.16,331.97
91.38,81.7,132.28,22.01,231,2500,11225,26.63,60.78,20.6,355.92
50.86,35.04,70.47,10.65,152,1211,5153,19.4,51.26,30.85,257.26
45.7,37.28,56.1,19.59,115,554,3241,22.19,52.09,13.16,258.01
5.0,34.42,26.3,11.7,30,376,1610,9.86,34.12,193.35,156.23
61.48,71.3,79.57,19.82,155,1120,5865,22.78,49.83,10.08,270.56
94.11,65.52,125.64,8.49,266,2500,11536,31.44,60.0,523.74,325.78
85.05,75.84,103.66,27.51,233,2009,9783,34.06,63.41,7562.48,334.49
9.06,50.19,59.45,25.89,46,263,2200,15.51,30.24,1.24,194.44
90.31,86.4,112.51,6.6,217,1502,8092,29.36,58.4,11087.12,343.51
50.98,34.9,82.73,30.63,107,452,3536,19.48,52.54,1.2,240.61
80.42,60.51,97.14,17.28,215,1089,6344,25.18,53.72,1030.09,310.69
57.42,47.33,78.26,5.0,194,1761,7295,19.23,51.33,24.6,332.0
47.6,59.66,67.95,17.26,128,606,3465,18.1,48.84,32.44,233.01
5.0,31.29,36.99,15.59,20,222,1213,11.84,30.94,207.76,156.96
84.89,70.92,125.99,15.01,260,1435,6587,25.12,63.96,1418.64,307.27
41.93,47.93,56.05,13.17,144,1526,6178,15.79,46.9,211.9,179.5
6.4,14.8,20.0,36.21,35,308,1000,7.86,31.63,6501.09,196.89
10.11,8.75,30.14,46.93,83,959,3801,9.99,33.38,2861.61,172.84
97.64,62.18,108.01,18.96,285,2500,11776,28.64,65.39,29.22,396.09
5.0,5.0,20.0,33.5,52,259,1399,8.94,35.72,6410.79,227.03
5.0,25.22,25.3,19.31,26,337,1000,8.5,30.0,2.2,198.56
79.08,24.29,93.28,14.96,197,1387,8061,20.49,57.75,3634.45,351.23
90.02,44.61,115.16,14.83,262,2500,10568,25.13,65.61,13.7,381.24
53.52,45.51,100.77,14.12,153,874,5539,18.21,50.24,188.65,290.25
96.69,70.96,107.47,35.92,247,1244,7197,34.38,68.87,1.7,327.43
80.22,52.91,116.65,5.72,184,1062,6204,21.31,59.85,14155.17,277.33
23.03,20.3,34.17,6.26,88,1022,4650,10.76,39.39,1.05,215.57
83.42,30.94,119.04,5.0,221,971,5799,21.53,60.46,8.02,293.92
23.14,40.02,39.47,33.26,77,759,3163,12.47,38.45,85.96,201.79
95.4,60.99,125.95,8.22,206,1811,10289,32.52,63.41,89.72,412.91
93.77,68.81,150.3,21.25,244,2189,9634,24.61,61.77,2651.17,367.09
39.7,39.21,93.9,10.15,142,1580,6142,19.79,44.72,3.53,247.53
42.43,55.56,73.72,11.98,100,1104,5231,15.88,42.85,13650.0,321.95
24.06,38.84,51.59,20.04,93,434,2848,12.2,42.04,1.46,264.28
48.58,29.65,88.68,45.51,137,1269,5972,17.32,49.69,2712.42,242.55
51.89,5.0,46.62,50.26,203,1704,7078,13.74,46.04,3989.34,270.25
90.06,47.98,92.89,14.33,258,1496,7358,26.4,64.75,59.76,371.09
6.76,9.47,26.51,10.46,29,164,1755,8.38,31.1,2.61,200.51
8.97,5.0,21.92,17.55,60,721,1894,7.27,34.49,3553.91,178.0
11.15,43.16,37.79,41.26,46,171,1000,10.5,36.3,48.49,213.11
91.46,87.42,111.24,15.67,235,1652,8016,35.0,65.03,2.87,304.57
21.82,47.51,39.58,7.87,77,365,2351,18.79,34.96,3637.73,246.21
82.96,80.52,104.7,10.23,231,2301,11351,24.84,59.04,18.97,382.1
56.31,48.97,114.57,33.4,128,897,4299,18.54,49.85,1040.01,305.12
49.83,42.21,66.73,22.83,186,1920,6915,19.62,47.19,375.03,286.66
9.52,23.51,34.67,12.16,68,438,1437,9.95,31.95,97.85,174.5
10.19,23.37,22.65,24.79,28,222,1540,8.83,30.0,434.95,223.61
87.02,77.14,130.45,16.42,225,2487,11264,28.84,59.8,2201.96,417.09
5.0,5.0,20.0,10.74,61,223,1000,11.0,30.0,33.49,164.54
40.66,46.35,67.99,16.13,111,658,3823,15.37,49.9,1354.18,277.68
20.57,47.02,63.73,21.33,90,498,2554,12.94,37.73,161.82,268.73
40.42,9.79,41.44,8.81,121,807,4109,13.21,44.96,7.37,248.37
50.64,40.79,59.33,14.27,166,823,4416,21.22,47.59,12.61,252.51
86.27,54.6,92.22,10.74,205,2244,10898,23.89,57.9,2506.27,339.39
49.8,65.93,72.01,5.0,141,1696,6996,18.61,49.55,476.65,280.82
15.23,28.86,26.51,29.11,55,306,1440,11.05,33.18,5764.67,232.2
42.62,62.74,73.58,22.09,83,466,2916,21.75,45.21,3715.09,294.6
55.46,38.78,69.01,17.7,175,1687,7254,21.98,50.99,12868.36,251.91
76.77,56.66,90.67,15.53,227,1000,5893,29.33,55.28,6672.02,288.16
55.83,50.51,73.3,7.67,145,1068,5290,22.45,55.43,107.44,265.95
97.7,84.86,128.21,25.92,263,1749,8280,27.58,62.76,4429.73,394.95
28.96,70.3,91.53,12.63,82,1010,5569,16.06,44.19,4093.42,249.76
46.18,49.9,61.41,42.97,135,1150,4387,18.15,49.31,11.66,251.21
13.63,15.98,30.43,14.97,123,893,3957,12.53,37.26,31.06,194.32
56.36,77.34,83.37,24.13,160,1023,6058,20.06,52.99,1.41,281.47
92.37,50.74,133.02,38.04,220,1799,9391,27.08,65.2,290.45,357.73
82.92,60.7,94.03,65.05,210,440,4392,25.63,61.66,421.19,344.26
83.37,70.5,101.85,24.47,229,1816,8552,23.49,62.77,11598.44,355.63
6.38,26.49,37.2,20.85,46,128,1080,17.31,30.0,136.14,179.18
50.6,53.04,64.64,7.39,167,1336,6532,17.56,48.47,1.47,250.39
10.93,19.87,20.0,19.41,20,230,1955,9.26,33.87,1.04,230.61
57.87,63.35,129.54,13.18,168,1856,8242,25.45,48.77,1.62,263.61
5.0,29.91,61.57,11.57,41,264,1336,18.84,34.7,6.53,174.35
55.31,51.49,73.95,15.06,142,1190,6219,18.82,48.5,275.82,315.7
17.82,23.88,24.51,21.24,56,363,2656,9.76,37.45,3364.22,217.39
72.49,61.43,153.36,7.4,162,1389,8390,22.24,58.61,2013.79,280.84
86.54,36.49,93.2,29.44,243,947,5896,21.08,60.84,5.0,325.12
88.32,39.55,111.64,11.6,217,2362,10615,35.0,66.78,2669.22,307.09
13.03,37.04,29.07,10.75,66,301,1000,12.06,34.06,170.9,173.56
85.27,62.84,94.15,21.38,242,1084,6228,25.27,64.93,3.84,329.48
46.0,56.31,71.17,42.57,104,606,4503,19.13,48.82,40.29,228.84
45.79,57.81,71.24,21.78,130,1181,4456,18.18,43.51,55.48,255.82
47.52,43.21,58.06,9.68,90,456,3275,16.51,43.24,101.07,297.43
93.48,61.16,109.66,5.13,245,2303,10564,30.52,65.6,605.01,394.16
11.9,22.51,38.45,14.19,55,207,1000,9.35,30.1,12.72,185.58
83.0,45.99,92.16,17.96,186,936,5507,22.33,58.63,2.22,264.28
83.0,59.34,107.1,63.72,226,2500,10251,32.76,61.31,31.85,345.84
6.16,13.49,20.0,8.85,68,628,2510,9.67,33.95,48.89,193.49
53.42,27.79,55.02,27.7,139,980,4955,17.97,49.74,2759.41,275.05
46.68,56.48,71.9,20.03,127,1220,5134,17.14,50.32,274.97,269.34
55.65,69.98,102.28,18.59,148,916,5341,20.85,50.53,8732.49,250.57
98.77,63.58,113.21,15.63,233,882,5950,26.28,69.58,1066.78,396.5
92.48,53.13,97.1,5.0,210,2032,9920,25.46,65.77,47.73,373.62
80.03,41.51,85.18,12.84,187,1818,8204,21.13,63.12,1.89,313.4
91.81,55.92,131.77,7.38,236,1175,6742,25.65,62.16,7.62,326.82
16.14,19.18,20.67,25.07,67,248,2106,9.16,38.2,7483.27,188.47
78.46,73.22,111.0,32.65,219,1045,5741,30.53,58.85,1.37,312.32
92.83,83.37,127.47,26.7,227,1260,7144,35.0,65.08,58.25,444.07
9.96,42.41,35.1,10.67,69,654,2887,12.29,31.39,30.59,257.87
7.47,41.43,27.59,18.01,82,381,1000,11.04,32.55,70.91,185.83
17.52,90.71,38.46,5.0,79,421,2098,21.02,38.25,9168.89,235.17
39.61,40.09,51.36,18.35,131,826,3960,17.5,45.05,13.39,228.74
86.9,91.78,112.36,33.79,183,2188,9667,27.88,62.62,3.27,367.31
52.88,27.71,71.54,28.25,169,468,2460,17.66,52.28,27.09,278.13
89.2,60.72,108.42,23.7,210,1203,7036,30.81,65.6,1.19,348.85
8.69,31.83,25.4,48.0,71,570,1822,13.12,32.32,1058.58,208.78
5.12,25.2,33.53,11.54,102,937,2898,11.72,30.0,1352.55,228.7
49.01,37.94,72.13,16.04,190,962,4942,17.77,51.07,5061.75,282.96
86.35,47.75,105.63,11.06,210,1371,8361,22.16,57.82,114.21,308.66
48.03,52.18,62.86,15.99,157,997,4310,16.9,43.95,2.18,264.7
57.16,48.43,91.7,11.24,144,1048,5406,21.49,50.45,2.92,266.88
5.45,34.65,50.18,23.06,28,377,1121,11.53,31.48,3.42,174.2
81.21,76.39,114.96,9.3,208,1273,7512,25.54,64.05,2830.52,373.38
10.46,33.28,46.55,15.58,71,833,3335,13.96,37.29,4.76,247.03
83.81,36.83,99.55,8.98,194,799,5126,23.31,61.02,4835.57,390.27
20.77,7.62,35.8,8.63,81,772,3615,12.71,37.62,22.24,209.89
7.5,38.48,86.35,15.59,80,433,2395,15.12,85.74,3.17,232.62
52.83,64.6,78.45,45.54,188,1791,8023,19.84,49.18,2426.14,274.77
48.89,44.05,90.76,12.51,122,1363,5807,19.0,47.92,13474.64,227.73
41.08,40.63,55.63,13.43,156,2006,7664,15.8,46.2,6.46,229.26
10.69,14.61,20.0,13.39,44,338,1969,10.57,34.86,15.91,206.38
95.65,71.25,107.09,15.49,291,1218,8710,34.99,65.54,11133.87,394.41
8.31,22.56,20.0,15.61,26,273,1364,15.86,30.0,64.31,213.18
40.66,19.72,49.81,12.1,166,961,4897,15.76,46.98,4334.58,301.91
20.13,18.73,26.9,13.47,32,270,1423,18.85,37.74,1506.75,150.0
50.3,30.02,81.79,20.18,130,1367,6855,16.14,47.22,64.82,322.14
54.29,35.95,62.05,30.75,131,970,5535,16.72,53.77,5103.67,294.12
92.92,75.93,120.88,24.1,195,2105,10186,30.07,71.64,21.42,370.85
60.78,25.72,84.57,15.08,157,1313,5406,17.12,64.13,1.49,272.69
50.77,10.33,56.89,7.49,122,1239,5685,18.89,47.3,100.97,265.9
27.56,26.81,36.32,5.0,102,1247,5288,16.09,35.37,586.14,238.24
81.23,34.39,79.9,25.63,233,2500,11019,20.41,59.08,1.55,332.26
47.38,53.79,89.88,40.79,156,1769,6772,21.54,44.4,216.99,261.24
16.15,42.31,34.72,8.55,73,730,2497,15.26,33.71,2.66,252.36
18.38,40.03,38.3,12.02,52,514,2717,21.19,36.6,6158.0,215.31
9.24,19.24,27.81,17.45,66,695,2355,9.23,33.61,1.89,185.29
45.86,42.95,72.18,17.27,151,500,3161,15.95,46.53,14027.26,232.43
44.24,48.7,76.76,26.99,108,708,3634,16.03,50.13,12487.36,289.98
82.45,78.03,100.89,36.05,202,1118,7145,26.92,56.69,29.46,362.05
58.92,52.74,78.09,9.68,145,570,4240,22.79,52.39,8331.09,317.88
5.78,23.92,20.0,16.48,48,282,1000,8.3,35.1,4603.24,154.91
88.62,44.98,95.47,16.76,211,855,5726,27.12,60.3,14737.5,374.97
24.63,25.33,42.51,29.83,115,1387,5544,10.97,39.64,22.94,259.6
88.8,95.0,134.46,18.26,223,770,4930,27.12,64.53,12582.66,386.7
9.08,15.93,20.0,6.96,48,237,1336,8.66,33.04,61.34,192.43
58.56,55.32,89.62,28.17,145,1260,5861,22.53,48.77,2.06,262.78
43.62,44.5,88.57,12.87,111,460,2381,19.62,46.4,6507.5,279.48
9.91,46.15,37.64,10.6,77,188,1042,15.1,34.37,5.01,210.52
80.11,84.37,101.75,6.5,192,1181,6216,29.35,60.48,32.25,300.15
46.66,52.22,68.14,29.86,152,1728,7114,20.15,49.93,4840.02,249.84
80.32,49.63,107.15,37.85,192,1568,7682,24.08,57.98,3895.76,328.48
8.16,25.76,34.88,10.54,25,238,1000,8.71,31.62,413.06,213.03
12.94,13.83,22.46,10.86,43,381,1331,14.64,36.38,1.65,229.2
51.36,52.23,93.37,15.68,153,505,3777,30.17,47.14,125.87,280.27
53.43,72.98,89.81,5.0,159,1903,7233,19.7,51.16,2153.86,244.09
82.52,47.2,104.41,17.67,214,2489,11203,27.43,65.0,1705.09,348.23
89.3,58.0,96.02,30.96,219,881,6630,25.79,66.37,9.67,355.65
85.71,75.77,136.57,11.39,202,1886,8941,24.5,65.26,3.59,347.3
58.05,44.68,64.45,6.81,189,500,3305,32.37,53.7,142.86,292.63
5.0,29.96,34.14,5.56,49,385,1198,10.35,37.59,39.13,178.27
16.44,25.09,29.72,7.69,39,455,2126,10.59,38.93,3019.05,213.43
46.96,21.58,47.12,7.37,143,1132,5715,17.39,50.07,42.14,259.98
40.86,53.38,57.77,29.32,162,1787,8142,16.97,44.02,419.69,248.24
14.33,39.31,32.99,9.73,64,221,1587,10.74,43.55,8413.95,168.04
84.94,60.26,96.38,24.38,211,2007,10081,35.0,64.94,30.27,332.71
12.33,41.24,52.21,17.33,63,339,1170,12.22,35.26,2.49,212.8
15.76,7.79,94.46,6.13,80,297,1798,8.84,34.9,8.54,208.82
93.53,75.71,117.66,26.33,256,2500,11233,28.16,65.26,13.85,357.68
87.45,79.06,134.77,10.37,212,2500,11332,33.93,62.27,1.0,314.18
51.54,38.23,88.8,18.61,114,908,5132,16.26,47.96,376.27,270.24
51.87,58.95,70.64,7.92,118,889,4933,20.23,45.09,395.85,301.75
97.93,52.86,103.86,6.19,248,2500,11751,24.27,63.94,2.66,354.15
76.62,64.89,112.99,17.08,224,2500,10533,25.4,54.93,121.63,352.09
87.55,58.88,110.61,7.06,234,2500,11134,23.39,64.39,27.25,341.58
88.42,58.73,95.04,10.88,178,1994,9759,24.61,66.16,485.9,278.81
96.17,69.98,111.5,49.31,253,1719,9450,30.77,67.66,72.58,380.04
39.57,30.83,73.75,18.77,94,622,4016,14.68,41.46,5478.22,245.76
48.15,32.59,53.83,8.13,159,1250,5581,21.18,45.7,195.1,234.85
91.57,53.44,95.58,10.01,220,2466,11211,28.92,62.36,127.66,328.97
11.93,55.62,43.55,13.66,103,1132,3991,12.04,32.86,3256.24,224.19
5.0,28.33,23.85,5.35,56,350,1000,8.4,33.08,14.37,180.94
10.38,19.47,46.33,16.31,54,760,2234,8.17,31.21,50.21,208.07
91.65,72.84,110.57,26.15,235,2500,11097,28.71,63.9,609.57,332.42
55.32,40.61,69.73,12.7,175,801,3206,17.55,44.57,790.5,262.34
92.82,39.63,107.32,13.86,212,1341,7717,23.02,73.78,85.43,325.78
45.31,56.91,66.95,14.73,137,699,4226,18.37,45.98,7.48,259.31
5.44,17.15,24.51,40.36,47,437,1872,15.81,32.42,5.54,221.11
5.79,23.65,20.16,8.45,20,200,1526,7.99,32.01,11.7,171.05
5.67,33.41,20.0,21.76,41,485,1667,14.42,30.0,134.11,173.55
91.47,87.93,143.92,20.86,213,713,5748,30.76,60.8,2042.25,372.69
47.46,18.95,51.72,14.76,126,1619,6828,14.16,47.42,2.66,305.45
9.6,30.47,28.87,24.75,42,437,2318,10.07,34.68,1973.34,191.52
52.45,49.15,63.72,38.1,152,955,5930,21.8,50.34,113.25,296.8
94.3,58.95,116.87,12.85,225,758,6407,24.86,67.64,5.13,331.29
30.6,30.55,56.94,16.21,93,527,2631,16.76,85.2,8928.75,248.94
79.27,71.2,95.38,15.72,198,893,5255,23.1,55.22,5768.63,312.17
5.0,21.46,26.06,20.54,49,542,1099,11.33,35.96,3041.52,188.9
98.06,64.59,107.53,19.03,261,2500,12000,27.78,68.25,24.01,369.64
39.69,37.33,47.49,8.03,103,1245,4415,17.37,44.79,798.83,275.35
13.49,21.72,34.41,15.17,56,432,2316,12.12,30.9,1387.81,235.49
81.74,66.63,133.5,11.84,212,1711,9145,35.0,56.3,1.96,296.81
88.61,53.94,97.34,17.07,198,1698,8714,28.58,54.45,3190.76,291.1
85.91,57.37,102.72,14.76,211,1045,6865,26.68,61.66,2.33,309.42
95.25,54.83,99.69,7.11,207,973,6802,24.92,62.76,21.52,345.07
61.6,54.66,77.73,10.96,173,1118,6073,19.76,55.26,9052.03,343.76
63.72,43.67,83.44,22.82,166,560,3924,18.47,53.98,11306.33,284.61
97.49,58.05,81.84,44.73,179,1617,6367,19.84,60.91,15.88,394.49
36.71,33.64,44.12,33.76,101,655,4128,18.64,43.39,31.39,314.44
46.32,38.89,68.21,14.8,169,1847,7604,17.23,89.13,1392.2,342.45
78.89,65.45,91.66,24.44,226,1124,6721,22.27,55.26,2.7,349.51
6.38,37.08,50.98,31.86,44,437,1078,15.85,33.82,958.2,160.36
